S.No.,configuration,data_points,FTPT % ,FFPT % ,FTPF % ,FFPF % ,avg_img > 0.5
1,"fg = [1, 2, 3]","bg = [0, 4, 5, 6, 7, 8, 9]",30000,68.46333333333334,30.073333333333334,0.37333333333333335,1.09,21256
40,fg = 2,"bg = 0,4,8",3080,60.94155844155844,35.90909090909091,0.9090909090909091,2.24025974025974,1878
41,fg = 2,"bg = 0,4,9",3187,61.37433322874176,35.425164731722624,1.004079071226859,2.196422968308754,1952
42,fg = 2,"bg = 0,5,6",3147,60.53384175405148,36.41563393708294,0.9532888465204957,2.0972354623450906,1930
43,fg = 2,"bg = 0,5,7",3130,60.287539936102235,36.86900958466454,0.7348242811501597,2.108626198083067,1946
44,fg = 2,"bg = 0,5,8",3079,60.993829165313414,35.855797336797664,0.9418642416368951,2.20850925625203,1933
45,fg = 2,"bg = 0,5,9",3205,60.53042121684867,36.3182527301092,0.9672386895475819,2.1840873634945397,1986
46,fg = 2,"bg = 0,6,7",3190,62.00626959247649,35.42319749216301,0.6896551724137931,1.8808777429467085,1957
47,fg = 2,"bg = 0,6,8",3114,61.7533718689788,35.228002569043035,0.9955041746949261,2.023121387283237,1931
48,fg = 2,"bg = 0,6,9",3198,61.60100062539087,35.397123202001254,0.9380863039399625,2.0637898686679175,1968
49,fg = 2,"bg = 0,7,8",3134,61.71027440970006,35.386088066368856,0.8615188257817485,2.04211869814933,1965
50,fg = 2,"bg = 0,7,9",3177,61.69342146679257,35.19043122442556,0.9128108278249921,2.2033364809568776,1975
51,fg = 2,"bg = 0,8,9",3131,61.99297349089748,34.58958799105717,1.1497923985946983,2.2676461194506548,1964
52,fg = 2,"bg = 4,5,6",3139,59.796113411914625,37.050015928639695,0.8601465434851864,2.293724115960497,1874
53,fg = 2,"bg = 4,5,7",3115,60.963081861958266,36.17977528089887,0.7383627608346709,2.118780096308186,1935
54,fg = 2,"bg = 4,5,8",3103,59.94199162101192,37.12536255236868,0.8701256848211408,2.06252014179826,1901
55,fg = 2,"bg = 4,5,9",3187,60.49576404141826,36.20960150611861,0.9099466582993411,2.3846877941637903,1961
56,fg = 2,"bg = 4,6,7",3172,62.51576292559899,34.77301387137453,0.6620428751576293,2.0491803278688523,1929
57,fg = 2,"bg = 4,6,8",3130,61.34185303514377,35.65495207667732,0.8626198083067093,2.1405750798722045,1905
58,fg = 2,"bg = 4,6,9",3190,61.504702194357364,35.10971786833856,0.9090909090909091,2.476489028213166,1958
59,fg = 2,"bg = 4,7,8",3153,62.258166825245794,35.01427212178877,0.792895654931811,1.9346653980336188,1956
60,fg = 2,"bg = 4,7,9",3198,62.4765478424015,34.1776110068793,0.906816760475297,2.4390243902439024,1995
61,fg = 2,"bg = 4,8,9",3135,61.91387559808612,34.70494417862839,1.0845295055821371,2.2966507177033493,1962
62,fg = 2,"bg = 5,6,7",3143,59.84727966910595,37.38466433343939,0.6363347120585428,2.1317212853961185,1943
63,fg = 2,"bg = 5,6,8",3118,60.4554201411161,36.529826812059014,0.9300833867864016,2.0846696600384864,1950
64,fg = 2,"bg = 5,6,9",3191,60.13788780946412,36.5716076465058,0.9088060169225948,2.3816985271074897,1975
65,fg = 2,"bg = 5,7,8",3154,60.62143310082435,36.556753329105895,0.7926442612555485,2.029169308814204,1998
66,fg = 2,"bg = 5,7,9",3177,60.21403840100724,36.51243311299969,0.881334592382751,2.392193893610324,1998
67,fg = 2,"bg = 5,8,9",3150,61.142857142857146,35.58730158730159,1.0476190476190477,2.2222222222222223,2010
68,fg = 2,"bg = 6,7,8",3188,61.85696361355082,35.69636135508156,0.7528230865746549,1.6938519447929736,1972
69,fg = 2,"bg = 6,7,9",3190,61.5987460815047,35.61128526645768,0.7210031347962382,2.0689655172413794,1963
70,fg = 2,"bg = 6,8,9",3151,61.53602031101238,35.35385591875595,1.047286575690257,2.0628371945414155,1987
71,fg = 2,"bg = 7,8,9",3142,62.0942075111394,34.78676002546149,1.0184595798854232,2.1005728835136854,1987
72,fg = 3,"bg = 0,4,5",3270,49.08256880733945,49.66360856269113,0.21406727828746178,1.039755351681957,1683
73,fg = 3,"bg = 0,4,6",3293,48.648648648648646,50.16702095353781,0.2429395687822654,0.9413908290312785,1692
74,fg = 3,"bg = 0,4,7",3233,49.42777605938757,49.30405196412001,0.27837921435199503,0.9897927621404269,1735
75,fg = 3,"bg = 0,4,8",3249,49.86149584487535,48.81502000615574,0.33856571252693135,0.9849184364419822,1744
76,fg = 3,"bg = 0,4,9",3281,49.34471197805547,49.37519049070406,0.243828101188662,1.0362694300518134,1753
77,fg = 3,"bg = 0,5,6",3261,47.531432076050294,51.39527752223244,0.21465808034345293,0.8586323213738117,1660
78,fg = 3,"bg = 0,5,7",3203,48.392132375897596,50.3278176709335,0.24976584452076178,1.0302841086481425,1671
79,fg = 3,"bg = 0,5,8",3250,49.353846153846156,49.38461538461539,0.24615384615384617,1.0153846153846153,1722
80,fg = 3,"bg = 0,5,9",3213,48.552754435107374,50.20230314347961,0.18674136321195145,1.0582010582010581,1681
81,fg = 3,"bg = 0,6,7",3268,47.58261933904529,51.13219094247246,0.2141982864137087,1.0709914320685434,1742
82,fg = 3,"bg = 0,6,8",3247,47.85956267323684,50.81613797351401,0.24638127502309826,1.077918078226055,1735
83,fg = 3,"bg = 0,6,9",3269,47.353930865708165,51.636586111960845,0.12236157846436219,0.8871214438666258,1717
84,fg = 3,"bg = 0,7,8",3215,49.4556765163297,49.20684292379471,0.3421461897356143,0.995334370139969,1785
85,fg = 3,"bg = 0,7,9",3256,49.17076167076167,49.44717444717445,0.2764127764127764,1.1056511056511056,1778
86,fg = 3,"bg = 0,8,9",3215,49.42457231726283,49.30015552099533,0.27993779160186627,0.995334370139969,1776
87,fg = 3,"bg = 4,5,6",3164,48.609355246523386,50.31605562579014,0.22123893805309736,0.8533501896333755,1572
88,fg = 3,"bg = 4,5,7",3122,49.39141575912876,49.35938500960923,0.2242152466367713,1.0249839846252402,1615
89,fg = 3,"bg = 4,5,8",3202,49.562773266708305,49.28169893816365,0.18738288569643974,0.9681449094316052,1657
90,fg = 3,"bg = 4,5,9",3148,48.53875476493011,50.19059720457433,0.1588310038119441,1.1118170266836087,1619
91,fg = 3,"bg = 4,6,7",3162,48.57685009487666,50.221378874130295,0.22137887413029728,0.9803921568627451,1625
92,fg = 3,"bg = 4,6,8",3159,48.591326369104145,50.174105729661285,0.22158911047799937,1.0129787907565686,1618
93,fg = 3,"bg = 4,6,9",3141,47.8191658707418,51.13021330786374,0.1591849729385546,0.8914358484559057,1579
94,fg = 3,"bg = 4,7,8",3126,50.063979526551506,48.65642994241843,0.2559181062060141,1.0236724248240563,1685
95,fg = 3,"bg = 4,7,9",3130,49.329073482428115,49.329073482428115,0.28753993610223644,1.0543130990415335,1663
96,fg = 3,"bg = 4,8,9",3121,49.56744633130407,49.31111823133611,0.2242870874719641,0.8971483498878564,1669
97,fg = 3,"bg = 5,6,7",3176,47.449622166246854,51.5743073047859,0.1889168765743073,0.7871536523929471,1582
98,fg = 3,"bg = 5,6,8",3210,47.72585669781932,51.308411214953274,0.1557632398753894,0.8099688473520249,1614
99,fg = 3,"bg = 5,6,9",3152,46.859137055837564,52.379441624365484,0.09517766497461928,0.666243654822335,1535
100,fg = 3,"bg = 5,7,8",3178,49.433606041535555,49.49653870358716,0.15733165512901195,0.9125235997482694,1661
101,fg = 3,"bg = 5,7,9",3158,48.67004433185561,50.25332488917036,0.18999366687777075,0.8866371120962635,1612
102,fg = 3,"bg = 5,8,9",3176,48.2367758186398,50.6926952141058,0.1574307304785894,0.9130982367758187,1652
103,fg = 3,"bg = 6,7,8",3170,48.170347003154575,50.56782334384858,0.22082018927444794,1.0410094637223974,1677
104,fg = 3,"bg = 6,7,9",3189,47.3502665412355,51.61492630918783,0.18814675446848542,0.8466603951081844,1629
105,fg = 3,"bg = 6,8,9",3141,47.11875198981216,51.862464183381086,0.1591849729385546,0.8595988538681948,1620
106,fg = 3,"bg = 7,8,9",3143,49.50684059815463,49.252306713331215,0.28635062042634424,0.9545020680878142,1704
